Timestamp,header_stamp_sec,header_stamp_nanosec,header_frame_id,name,position,velocity,effort
1765492308.68756,3,525000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-3.93241581773312e-18, -4.8741199645834275e-18, 2.5644722507458595e-19, -3.727998280684449e-18]","[-2.0721499926198317e-17, -4.48751802935211e-18, 1.0781903597923588e-17, -1.1167289559552557e-17]","[nan, nan, nan, nan]"
1765492308.709154,3,546000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-4.227119057175882e-18, -4.966516347110613e-18, 3.009354640206034e-19, -3.824072710956799e-18]","[-2.132786280571803e-17, -1.5428776711898672e-17, 2.254968826500774e-18, -8.067519685738937e-18]","[nan, nan, nan, nan]"
1765492308.7302752,3,567000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-4.3620226725744335e-18, -4.920763955458118e-18, 3.9394366019689225e-19, -3.733222860396847e-18]","[-1.6295733640230897e-17, -2.3037637434981734e-18, 1.764807412407438e-17, 1.084909672498524e-17]","[nan, nan, nan, nan]"
1765492308.7510045,3,588000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-4.664949230192986e-18, -4.922733210605172e-18, 5.115953059057159e-19, -3.725135405283009e-18]","[-1.8460798799609398e-17, 1.819200947357526e-18, 1.4607159240706312e-17, 8.874211753071393e-19]","[nan, nan, nan, nan]"
1765492308.7726858,3,609000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-4.902102090200509e-18, -4.956496117194652e-18, 5.550068019870731e-19, -3.738183005090831e-18]","[-6.752185935491069e-18, -4.2112917610824656e-18, 4.311197173684831e-18, -3.0932139415437925e-18]","[nan, nan, nan, nan]"
1765492308.7939234,3,630000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-5.107564885986558e-18, -5.1461725680977166e-18, 5.817699548987186e-19, -3.768874620109049e-18]","[-1.65281690561611e-17, -1.3619530626121755e-17, 6.669743152521797e-18, -7.565661637940656e-18]","[nan, nan, nan, nan]"
1765492308.815108,3,651000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-5.37592318193391e-18, -5.26090907666515e-18, 4.873611601819712e-19, -4.030498955338629e-18]","[-2.4386504626429465e-17, -2.1024399167756013e-17, -1.2643980309848357e-17, -2.3467974963929418e-17]","[nan, nan, nan, nan]"
1765492308.836285,3,672000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-5.409299549570403e-18, -5.363451696550257e-18, 5.948291498977189e-19, -3.99707038196913e-18]","[-1.1343923855066949e-17, -1.1073114672700583e-17, 1.7217388042804855e-17, 3.3971755238171963e-18]","[nan, nan, nan, nan]"
1765492308.8575027,3,693000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-5.533178030256954e-18, -5.4508637009791476e-18, 6.661331412798505e-19, -4.153731510125838e-18]","[-3.9498780632968455e-18, -6.666121325182003e-18, 4.0498834934444024e-18, -1.4172174086204895e-17]","[nan, nan, nan, nan]"
1765492308.8794527,3,714000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-5.5578494307616486e-18, -5.413192676907677e-18, 7.135710926794344e-19, -4.143779458913067e-18]","[-1.7854413429628845e-17, -1.0789360254889658e-17, -2.883639971033403e-18, -9.35848123739587e-18]","[nan, nan, nan, nan]"
1765492308.8995512,3,735000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-5.665398313559692e-18, -5.444298487278041e-18, 6.086365146140627e-19, -4.192691042279334e-18]","[-2.3590779847087578e-17, -1.3863133294232153e-17, -1.7134755071540626e-17, -2.1126430439748074e-17]","[nan, nan, nan, nan]"
1765492308.9210284,3,756000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-5.785820812965201e-18, -5.512198582822529e-18, 4.437609575721773e-19, -4.230628514483413e-18]","[5.647393722684769e-18, 7.40953364443342e-18, 1.9078907810782138e-18, 1.250627655625606e-17]","[nan, nan, nan, nan]"
1765492308.9419875,3,777000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.000932418686947e-18, -5.729180497407679e-18, 2.197804070821941e-19, -4.515879904436616e-18]","[-1.8356491551039556e-17, -1.6525867689475514e-17, -1.6774566498480326e-17, -2.1290625996224508e-17]","[nan, nan, nan, nan]"
1765492308.9631562,3,798000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.022918748524444e-18, -5.792411754357377e-18, 1.1424448312997087e-19, -4.5615664971851284e-18]","[-2.3676507227960495e-17, -1.5755722442550837e-17, -2.0864285401278564e-17, -1.1907015975427824e-17]","[nan, nan, nan, nan]"
1765492308.9847572,3,819000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.062186800997352e-18, -5.878273615442254e-18, -5.282352061872028e-20, -4.716527724769119e-18]","[6.939544377758069e-18, -8.423004317461655e-19, -1.0872618361264585e-17, -5.910254063188815e-18]","[nan, nan, nan, nan]"
1765492309.005493,3,840000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-5.897905445416937e-18, -5.865862266977288e-18, -2.6184471735354674e-20, -4.663548568535584e-18]","[2.6276845097324284e-17, 2.5943208368045735e-17, 1.8266402895435483e-17, 1.7151857007214983e-17]","[nan, nan, nan, nan]"
1765492309.0270014,3,861000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-5.841545693814748e-18, -5.8911706297342815e-18, -1.7798497244448267e-19, -4.720316363808344e-18]","[8.731252929796568e-18, -5.0478433317624e-18, -1.249814684232858e-17, -5.677718157283903e-19]","[nan, nan, nan, nan]"
1765492309.0484564,3,882000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-5.752204049144644e-18, -5.9031229756910564e-18, -2.506434248106769e-19, -4.730256298995849e-18]","[-5.473048955266152e-19, -5.654341315430701e-18, -9.109731339691213e-18, -2.753718935114563e-18]","[nan, nan, nan, nan]"
1765492309.0696673,3,903000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-5.531596407245753e-18, -5.916040229006086e-18, -2.914581102514867e-19, -4.710190036537042e-18]","[9.864990455470015e-18, -9.464183644322205e-18, -9.824581708410209e-18, -5.29392443031264e-19]","[nan, nan, nan, nan]"
1765492309.0904524,3,924000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-5.492261204563428e-18, -6.130511760120595e-18, -5.71214442405469e-19, -4.954777972998582e-18]","[-3.773203169948295e-18, -5.260675003279455e-18, -1.228326237845507e-17, -3.395997211774197e-18]","[nan, nan, nan, nan]"
1765492309.1122375,3,945000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-5.694757605790728e-18, -6.25992226662358e-18, -7.637136865010857e-19, -5.149007007758762e-18]","[-7.723401522156437e-18, -3.643883455572179e-18, -2.3436536917905596e-17, -1.2893460021227886e-17]","[nan, nan, nan, nan]"
1765492309.1331744,3,966000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-5.912227937555105e-18, -6.306900348314314e-18, -7.161564181402496e-19, -5.280075509919309e-18]","[3.8331220970642716e-18, 1.342221929430942e-17, 1.300184936839893e-17, 1.15447022178011e-17]","[nan, nan, nan, nan]"
1765492309.1548471,3,987000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.257107313943217e-18, -6.488842655349347e-18, -7.914826037082242e-19, -5.459866812021067e-18]","[2.7032522940639466e-18, -6.633284985825818e-18, 2.8666163464032523e-18, -2.0726874156389333e-18]","[nan, nan, nan, nan]"
1765492309.1759706,4,8000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.444985927296189e-18, -6.578042781634518e-18, -7.4017487143218835e-19, -5.4829852860746e-18]","[-1.5108779733857822e-17, -4.617044553610486e-18, -4.137449453620039e-18, 7.411206728753553e-18]","[nan, nan, nan, nan]"
1765492309.2024662,4,29000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.680070621233447e-18, -6.78349875935741e-18, -7.489781489506539e-19, -5.654582260147202e-18]","[-2.386862899675566e-17, -1.9560079072904353e-17, -8.300825998709908e-18, -1.8636895809002497e-17]","[nan, nan, nan, nan]"
1765492309.2226968,4,50000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.717761191685389e-18, -6.79348560449915e-18, -7.084432305938662e-19, -5.688308127096474e-18]","[-1.3402742701294755e-17, 6.545421998316176e-18, -6.44980665543227e-18, 1.4133207682967076e-18]","[nan, nan, nan, nan]"
1765492309.243745,4,71000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.743164351262334e-18, -6.99646643160369e-18, -7.448886732377739e-19, -5.846779233857055e-18]","[2.109664654636743e-17, 6.110151859945002e-18, 1.2846278536808146e-17, 1.7384821424666185e-19]","[nan, nan, nan, nan]"
1765492309.2650044,4,92000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.743557216629143e-18, -7.001527465158013e-18, -6.651957290432224e-19, -5.9156157676600164e-18]","[-6.036868642848959e-18, -7.612591111149935e-18, -9.872648717590799e-18, -8.105048554752475e-18]","[nan, nan, nan, nan]"
1765492309.2870495,4,113000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.725071923720927e-18, -7.102128089744099e-18, -6.351983174241209e-19, -5.909645566080633e-18]","[1.1622497631472133e-17, -6.4075494758700535e-19, 7.564633547240148e-18, 2.508484979448452e-19]","[nan, nan, nan, nan]"
1765492309.3075013,4,134000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.786176210573763e-18, -7.117504351611404e-18, -6.101601527295644e-19, -5.924368083772731e-18]","[-1.471098592295595e-17, -1.7713719547240997e-18, -1.3151751508262045e-17, -1.0051269272080793e-17]","[nan, nan, nan, nan]"
1765492309.3281472,4,155000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.911462199226056e-18, -7.312212468294373e-18, -9.87154677032621e-19, -6.135145422661681e-18]","[7.24230663023361e-18, 4.426750121609802e-18, -6.633106953654195e-18, -3.2951910405012626e-18]","[nan, nan, nan, nan]"
1765492309.3495307,4,176000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-7.035518425813015e-18, -7.545987144776996e-18, -1.268561160252745e-18, -6.3802847528151426e-18]","[-4.896895403176455e-18, -4.6946030083491156e-18, -3.11321947469702e-18, -9.401294538422315e-18]","[nan, nan, nan, nan]"
1765492309.3702886,4,197000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.99702930824228e-18, -7.665250410475996e-18, -1.4323442684854843e-18, -6.491031000012218e-18]","[3.830294211130919e-18, -3.996537569905613e-18, -1.8867473033957413e-17, -8.425654336015325e-18]","[nan, nan, nan, nan]"
1765492309.3916442,4,218000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-7.182780763988787e-18, -7.940018073884657e-18, -1.7360979335634286e-18, -6.784149741797593e-18]","[1.8761322131065135e-17, 1.1720207233709964e-17, 9.538417419021313e-19, 7.310237467518485e-18]","[nan, nan, nan, nan]"
1765492309.4135406,4,239000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-7.09683917396344e-18, -8.058249459310389e-18, -1.8470265398998374e-18, -6.9041556854742504e-18]","[1.0626595211803495e-17, 5.114786670946405e-18, -3.3740544895649644e-18, 2.8389650170577822e-18]","[nan, nan, nan, nan]"
1765492309.4346373,4,260000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.84470827914407e-18, -8.062547556675266e-18, -1.9088296524236633e-18, -6.935042791709735e-18]","[2.8642280815832396e-17, 2.0835530825688057e-17, 1.8933221496130213e-17, 1.3187031679768934e-17]","[nan, nan, nan, nan]"
1765492309.4557602,4,281000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.692823010255082e-18, -8.211676189977046e-18, -2.0741298433431173e-18, -7.146562599115263e-18]","[2.8017978821636925e-17, 1.2950229227097423e-17, 5.707560026503745e-18, 8.82640513296031e-18]","[nan, nan, nan, nan]"
1765492309.4766319,4,302000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.465224576197122e-18, -8.221383814541963e-18, -2.1609361937570673e-18, -7.167514105556335e-18]","[1.1710618658263883e-17, 2.0414889905723498e-18, -5.616924487855196e-18, 2.0713084541016362e-18]","[nan, nan, nan, nan]"
1765492309.4982412,4,323000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.273410618848136e-18, -8.17142765108408e-18, -2.219879002136057e-18, -7.25660936361982e-18]","[-4.587394148568486e-18, -1.42039490957292e-17, -2.4607563168645343e-17, -1.7393047132564596e-17]","[nan, nan, nan, nan]"
1765492309.5193124,4,344000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.0230459812712674e-18, -8.187968565769479e-18, -2.3631808371165368e-18, -7.328732639295939e-18]","[8.792889866925287e-18, 4.298298473651275e-18, -1.1353236608272437e-17, -4.9499771350466926e-18]","[nan, nan, nan, nan]"
1765492309.540284,4,365000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.243781078911342e-18, -8.3346771894773e-18, -2.63419689596194e-18, -7.580132308925275e-18]","[-2.1967152531525113e-17, -2.0874210505636625e-17, -2.5753267179576903e-17, -1.853890029322057e-17]","[nan, nan, nan, nan]"
1765492309.5619674,4,386000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.547547046094886e-18, -8.533794109100334e-18, -2.672502473072147e-18, -7.807612079921557e-18]","[-3.084262122307523e-17, -9.78615451535995e-18, -3.9759103369853383e-19, -1.8471081199472658e-17]","[nan, nan, nan, nan]"
1765492309.5829685,4,407000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.843702452595534e-18, -8.792754032853822e-18, -2.8141238249751152e-18, -8.011196626195022e-18]","[9.540960907153362e-20, 6.064039393909597e-18, -6.343799506689138e-19, -5.862080995475624e-19]","[nan, nan, nan, nan]"
1765492309.6042898,4,428000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-7.283582091418355e-18, -9.115637773977845e-18, -3.0105667345747048e-18, -8.37661582444002e-18]","[-3.8046809994003866e-17, -2.7224247874582464e-17, -1.7177845842645746e-17, -2.931654409964655e-17]","[nan, nan, nan, nan]"
1765492309.6251383,4,449000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-7.669054048211895e-18, -9.487577130176387e-18, -3.290849661659005e-18, -8.63448697622653e-18]","[-3.147017486555929e-17, -3.066548306686565e-17, -3.473388695093071e-17, -2.5882844136448854e-17]","[nan, nan, nan, nan]"
1765492309.6468718,4,470000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-7.626987025412827e-18, -9.484507630491836e-18, -3.2856810261037346e-18, -8.597091457076345e-18]","[1.2164049547069047e-17, 1.3293042477059657e-17, 1.0540668673369131e-17, 1.8912654201668094e-17]","[nan, nan, nan, nan]"
1765492309.6680424,4,491000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-7.647060401290342e-18, -9.614779140209954e-18, -3.309506991435232e-18, -8.690885612900917e-18]","[2.9005141101952613e-18, -8.009588899275443e-18, -4.9628301226419095e-19, 3.94461083965431e-18]","[nan, nan, nan, nan]"
1765492309.6888988,4,512000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-7.670668249811401e-18, -9.732666327666078e-18, -3.3680623036956203e-18, -8.752418466449437e-18]","[-1.484432715159647e-18, -2.1754510130160013e-18, 1.9390639688741986e-18, -3.708198145946535e-18]","[nan, nan, nan, nan]"
1765492309.7099977,4,533000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-7.702068020129174e-18, -9.790280695327305e-18, -3.4381171895990766e-18, -8.789104708610979e-18]","[1.145071278838679e-17, 2.033349370944507e-17, 1.972947402465746e-17, 1.794406051737693e-17]","[nan, nan, nan, nan]"
1765492309.7327313,4,554000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-7.229382741693402e-18, -9.423895517844586e-18, -3.0627544683611917e-18, -8.434562420736747e-18]","[4.254753945978286e-17, 3.301784290908073e-17, 2.7371304767923443e-17, 2.3889117860666208e-17]","[nan, nan, nan, nan]"
1765492309.759594,4,575000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.8869356240039565e-18, -9.186790606528832e-18, -2.8571930878444462e-18, -8.198634260294885e-18]","[-6.522718469131941e-18, -1.529156632808284e-17, -1.1425759485234167e-17, -2.106583231902416e-17]","[nan, nan, nan, nan]"
1765492309.7805338,4,596000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.896058150865895e-18, -9.234756406648945e-18, -2.9210734733791246e-18, -8.261018703317636e-18]","[2.275463937213496e-17, 1.474293762427259e-17, 2.0046816764290564e-17, 2.3323497977494647e-17]","[nan, nan, nan, nan]"
1765492309.801274,4,617000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.902022268522828e-18, -9.05109519738812e-18, -2.8079821219102488e-18, -8.107132010385138e-18]","[1.0805102580201974e-17, 1.2932471170432026e-17, 6.1700611023463514e-18, 4.876432515166128e-18]","[nan, nan, nan, nan]"
1765492309.8220656,4,638000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.866746590968784e-18, -9.012668545813209e-18, -2.9584867679824903e-18, -8.178765969747641e-18]","[-1.2456773835241696e-17, -2.7425556377780882e-18, -1.4687540946536297e-17, -4.222387152461221e-18]","[nan, nan, nan, nan]"
1765492309.8426483,4,659000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.926583905360608e-18, -9.005328243617265e-18, -2.89181443538358e-18, -8.241212383617136e-18]","[-1.5441573619639128e-17, -3.880307274919913e-18, 1.2353402582672241e-17, -3.2138518988630074e-18]","[nan, nan, nan, nan]"
1765492309.864314,4,680000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-7.036474956758703e-18, -8.97157876873434e-18, -2.7845859964517053e-18, -8.152093296858069e-18]","[-8.678628683730335e-18, 1.2049550681650607e-17, 1.411378662809995e-17, 1.766188685047276e-17]","[nan, nan, nan, nan]"
1765492309.8851256,4,701000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-7.129101794033595e-18, -9.017602452028815e-18, -2.812305215173431e-18, -8.155791178911337e-18]","[2.9899688714801973e-18, -9.211913217922769e-18, -9.644309410134464e-18, -5.3003955436658375e-18]","[nan, nan, nan, nan]"
1765492309.9060261,4,722000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.780487826814216e-18, -8.958868511605505e-18, -2.779411644447054e-18, -8.058561100136216e-18]","[1.0398532501746285e-17, -2.9177241049207084e-18, 4.386111041659604e-19, 6.365519318797437e-18]","[nan, nan, nan, nan]"
1765492309.9271572,4,743000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.486264085940637e-18, -8.704112708087672e-18, -2.5448384004991038e-18, -7.683550838276776e-18]","[4.946270448907614e-18, 1.0352484674703922e-17, 1.8827520212991882e-18, 1.0768403726972262e-17]","[nan, nan, nan, nan]"
1765492309.948349,4,764000000,base_link,"['front_left_wheel_joint', 'front_right_wheel_joint', 'rear_left_wheel_joint', 'rear_right_wheel_joint']","[-6.6068731279866645e-18, -8.762289157277142e-18, -2.596240958364158e-18, -7.76715249816301e-18]","[-2.0153040610708136e-18, -6.549860945449324e-18, 8.470650303682993e-18, 4.923801925813634e-18]","[nan, nan, nan, nan]"
