Timestamp,clock_sec,clock_nanosec
1765492299.50768,0,228000000
1765492299.5107808,0,231000000
1765492299.5139344,0,234000000
1765492299.5168674,0,237000000
1765492299.5199006,0,240000000
1765492299.5229635,0,243000000
1765492299.5260007,0,246000000
1765492299.5290506,0,249000000
1765492299.5320926,0,252000000
1765492299.5351286,0,255000000
1765492299.5381749,0,258000000
1765492299.5412333,0,261000000
1765492299.544291,0,264000000
1765492299.54739,0,267000000
1765492299.5503602,0,270000000
1765492299.5534017,0,273000000
1765492299.556484,0,276000000
1765492299.5595934,0,279000000
1765492299.5626452,0,282000000
1765492299.5657206,0,285000000
1765492299.5687983,0,288000000
1765492299.571816,0,291000000
1765492299.5748422,0,294000000
1765492299.5779529,0,297000000
1765492299.5810661,0,300000000
1765492299.5841208,0,303000000
1765492299.587137,0,306000000
1765492299.5902653,0,309000000
1765492299.5932212,0,312000000
1765492299.596328,0,315000000
1765492299.5992963,0,318000000
1765492299.6023974,0,321000000
1765492299.6054103,0,324000000
1765492299.608528,0,327000000
1765492299.6115406,0,330000000
1765492299.6145709,0,333000000
1765492299.617642,0,336000000
1765492299.62069,0,339000000
1765492299.6237388,0,342000000
1765492299.626772,0,345000000
1765492299.6298277,0,348000000
1765492299.6329188,0,351000000
1765492299.6359656,0,354000000
1765492299.6389534,0,357000000
1765492299.6419451,0,360000000
1765492299.6450655,0,363000000
1765492299.6480887,0,366000000
1765492299.6511059,0,369000000
1765492299.6541328,0,372000000
1765492299.6571617,0,375000000
1765492299.6601434,0,378000000
1765492299.6632366,0,381000000
1765492299.6662476,0,384000000
1765492299.66936,0,387000000
1765492299.6724129,0,390000000
1765492299.675482,0,393000000
1765492299.6784139,0,396000000
1765492299.681543,0,399000000
1765492299.6845584,0,402000000
1765492299.6875923,0,405000000
1765492299.6906347,0,408000000
1765492299.6936975,0,411000000
1765492299.6967242,0,414000000
1765492299.6997988,0,417000000
1765492299.7029004,0,420000000
1765492299.7059674,0,423000000
1765492299.7089915,0,426000000
1765492299.712031,0,429000000
1765492299.7150438,0,432000000
1765492299.7181194,0,435000000
1765492299.7212114,0,438000000
1765492299.724267,0,441000000
1765492299.727296,0,444000000
1765492299.7303271,0,447000000
1765492299.7334073,0,450000000
1765492299.7365398,0,453000000
1765492299.739563,0,456000000
1765492299.7424915,0,459000000
1765492299.745591,0,462000000
1765492299.7487164,0,465000000
1765492299.751689,0,468000000
1765492299.7547927,0,471000000
1765492299.7577863,0,474000000
1765492299.7608044,0,477000000
1765492299.7638938,0,480000000
1765492299.76696,0,483000000
1765492299.76998,0,486000000
1765492299.7730432,0,489000000
1765492299.776085,0,492000000
1765492299.7791078,0,495000000
1765492299.7821288,0,498000000
1765492299.7852187,0,501000000
1765492299.7882643,0,504000000
1765492299.7912977,0,507000000
1765492299.7944071,0,510000000
1765492299.797478,0,513000000
1765492299.8004653,0,516000000
1765492299.803474,0,519000000
1765492299.8064735,0,522000000
1765492299.8094757,0,525000000
1765492299.8125622,0,528000000
1765492299.8156588,0,531000000
1765492299.81861,0,534000000
1765492299.8216302,0,537000000
1765492299.8246794,0,540000000
1765492299.827754,0,543000000
1765492299.8307476,0,546000000
1765492299.8338146,0,549000000
1765492299.836866,0,552000000
1765492299.8399153,0,555000000
1765492299.8429759,0,558000000
1765492299.8460546,0,561000000
1765492299.8491125,0,564000000
1765492299.852138,0,567000000
1765492299.8552058,0,570000000
1765492299.8583202,0,573000000
1765492299.861359,0,576000000
1765492299.864472,0,579000000
1765492299.8674963,0,582000000
1765492299.8704832,0,585000000
1765492299.8734581,0,588000000
1765492299.8765113,0,591000000
1765492299.8795216,0,594000000
1765492299.8825963,0,597000000
1765492299.8855464,0,600000000
1765492299.8886564,0,603000000
1765492299.8916287,0,606000000
1765492299.8947647,0,609000000
1765492299.8977337,0,612000000
1765492299.900747,0,615000000
1765492299.9037488,0,618000000
1765492299.9067717,0,621000000
1765492299.9097924,0,624000000
1765492299.912889,0,627000000
1765492299.9158988,0,630000000
1765492299.9189498,0,633000000
1765492299.9219952,0,636000000
1765492299.9249825,0,639000000
1765492299.9279754,0,642000000
1765492299.931049,0,645000000
1765492299.9340138,0,648000000
1765492299.9370956,0,651000000
1765492299.9401584,0,654000000
1765492299.9431987,0,657000000
1765492299.9462502,0,660000000
1765492299.9493263,0,663000000
1765492299.9523032,0,666000000
1765492299.955308,0,669000000
1765492299.9583745,0,672000000
1765492299.9614122,0,675000000
1765492299.964494,0,678000000
1765492299.9674509,0,681000000
1765492299.9705043,0,684000000
1765492299.9735672,0,687000000
1765492299.976511,0,690000000
1765492299.9795802,0,693000000
1765492299.9825969,0,696000000
1765492299.985592,0,699000000
1765492299.9885957,0,702000000
1765492299.9916325,0,705000000
1765492299.9946978,0,708000000
1765492299.997746,0,711000000
1765492300.0007825,0,714000000
1765492300.0038235,0,717000000
1765492300.0068953,0,720000000
1765492300.009898,0,723000000
1765492300.0128632,0,726000000
1765492300.0159874,0,729000000
1765492300.0189757,0,732000000
1765492300.0220852,0,735000000
1765492300.0250971,0,738000000
1765492300.0281703,0,741000000
1765492300.0311399,0,744000000
1765492300.0341818,0,747000000
1765492300.0372188,0,750000000
1765492300.040275,0,753000000
1765492300.043338,0,756000000
1765492300.0464315,0,759000000
1765492300.0494308,0,762000000
1765492300.0524657,0,765000000
1765492300.055462,0,768000000
1765492300.0584762,0,771000000
1765492300.0614696,0,774000000
1765492300.0644937,0,777000000
1765492300.0674767,0,780000000
1765492300.0705054,0,783000000
1765492300.073486,0,786000000
1765492300.0765069,0,789000000
1765492300.0795617,0,792000000
1765492300.082643,0,795000000
1765492300.0856252,0,798000000
1765492300.0886593,0,801000000
1765492300.09165,0,804000000
1765492300.094718,0,807000000
1765492300.0977614,0,810000000
1765492300.100815,0,813000000
1765492300.1038413,0,816000000
1765492300.1069546,0,819000000
1765492300.109932,0,822000000
1765492300.11299,0,825000000
1765492300.1160083,0,828000000
1765492300.1190493,0,831000000
1765492300.12209,0,834000000
1765492300.1251485,0,837000000
1765492300.1282136,0,840000000
1765492300.1313097,0,843000000
1765492300.1343448,0,846000000
1765492300.1374106,0,849000000
1765492300.14039,0,852000000
1765492300.143485,0,855000000
1765492300.1464887,0,858000000
1765492300.1495404,0,861000000
1765492300.1525302,0,864000000
1765492300.1556056,0,867000000
1765492300.1585941,0,870000000
1765492300.1616447,0,873000000
1765492300.1646543,0,876000000
1765492300.167661,0,879000000
1765492300.1707735,0,882000000
1765492300.1738389,0,885000000
1765492300.1768427,0,888000000
1765492300.1799135,0,891000000
1765492300.1829658,0,894000000
1765492300.1860008,0,897000000
1765492300.1890306,0,900000000
1765492300.192099,0,903000000
1765492300.1950834,0,906000000
1765492300.1981144,0,909000000
1765492300.2011282,0,912000000
1765492300.2041726,0,915000000
1765492300.2071788,0,918000000
1765492300.2102184,0,921000000
1765492300.2132218,0,924000000
1765492300.2162583,0,927000000
1765492300.2192583,0,930000000
1765492300.222318,0,933000000
1765492300.225325,0,936000000
1765492300.2283642,0,939000000
1765492300.2313654,0,942000000
1765492300.234466,0,945000000
1765492300.237493,0,948000000
1765492300.2404957,0,951000000
1765492300.2434266,0,954000000
1765492300.246484,0,957000000
1765492300.2497969,0,960000000
1765492300.256772,0,963000000
1765492300.2618895,0,966000000
1765492300.262137,0,969000000
1765492300.2640572,0,972000000
1765492300.2680783,0,975000000
1765492300.2720978,0,978000000
1765492300.2740831,0,981000000
1765492300.2831492,0,984000000
1765492300.2853513,0,987000000
1765492300.2877045,0,990000000
1765492300.2924602,0,993000000
1765492300.2942238,0,996000000
1765492300.3009236,0,999000000
1765492300.303849,1,2000000
1765492300.3072033,1,5000000
1765492300.3114376,1,8000000
1765492300.3146584,1,11000000
1765492300.316516,1,14000000
1765492300.3234947,1,17000000
1765492300.3252804,1,20000000
1765492300.3307996,1,23000000
1765492300.3321218,1,26000000
1765492300.3400843,1,29000000
1765492300.3439357,1,32000000
1765492300.3444524,1,35000000
1765492300.349985,1,38000000
1765492300.3529115,1,41000000
1765492300.358253,1,44000000
1765492300.3631437,1,47000000
1765492300.3650289,1,50000000
1765492300.3693871,1,53000000
1765492300.3749137,1,56000000
1765492300.3783078,1,59000000
1765492300.3807926,1,62000000
1765492300.3851526,1,65000000
1765492300.3990283,1,68000000
1765492300.4038768,1,71000000
1765492300.410014,1,74000000
1765492300.4103937,1,77000000
1765492300.4136455,1,80000000
1765492300.4198687,1,83000000
1765492300.4238787,1,86000000
1765492300.431464,1,89000000
1765492300.4447105,1,92000000
1765492300.451387,1,95000000
1765492300.4514048,1,98000000
1765492300.4514096,1,101000000
1765492300.4553466,1,104000000
1765492300.455367,1,107000000
1765492300.4596567,1,110000000
1765492300.4673042,1,113000000
1765492300.4673226,1,116000000
1765492300.4711244,1,119000000
1765492300.473352,1,122000000
1765492300.4773877,1,125000000
1765492300.481595,1,128000000
1765492300.4841542,1,131000000
1765492300.4867072,1,134000000
1765492300.4909005,1,137000000
1765492300.4927397,1,140000000
1765492300.495712,1,143000000
1765492300.498705,1,146000000
1765492300.5017276,1,149000000
1765492300.5047114,1,152000000
1765492300.5077114,1,155000000
1765492300.5115,1,158000000
1765492300.5144627,1,161000000
1765492300.5175638,1,164000000
1765492300.5204768,1,167000000
1765492300.523497,1,170000000
1765492300.5264633,1,173000000
1765492300.5294673,1,176000000
1765492300.5324702,1,179000000
1765492300.5354738,1,182000000
1765492300.5385032,1,185000000
1765492300.541425,1,188000000
1765492300.544447,1,191000000
1765492300.5475342,1,194000000
1765492300.5503967,1,197000000
1765492300.5534058,1,200000000
1765492300.556399,1,203000000
1765492300.5594275,1,206000000
1765492300.562383,1,209000000
1765492300.5654125,1,212000000
1765492300.5684571,1,215000000
1765492300.5714297,1,218000000
1765492300.5743947,1,221000000
1765492300.5774398,1,224000000
1765492300.5804384,1,227000000
1765492300.5834315,1,230000000
1765492300.5865035,1,233000000
1765492300.589467,1,236000000
1765492300.5924585,1,239000000
1765492300.5954573,1,242000000
1765492300.5983887,1,245000000
1765492300.601537,1,248000000
1765492300.6044624,1,251000000
1765492300.6074648,1,254000000
1765492300.610478,1,257000000
1765492300.6144898,1,260000000
1765492300.6167386,1,263000000
1765492300.6200294,1,266000000
1765492300.6224356,1,269000000
1765492300.6254058,1,272000000
1765492300.6284745,1,275000000
1765492300.6314743,1,278000000
1765492300.6344101,1,281000000
1765492300.6374037,1,284000000
1765492300.6403935,1,287000000
1765492300.6433976,1,290000000
1765492300.6464486,1,293000000
1765492300.649416,1,296000000
1765492300.6525085,1,299000000
1765492300.6556065,1,302000000
1765492300.6587281,1,305000000
1765492300.6618426,1,308000000
1765492300.6646113,1,311000000
1765492300.6675713,1,314000000
1765492300.6705732,1,317000000
1765492300.6735618,1,320000000
1765492300.676567,1,323000000
1765492300.6795938,1,326000000
1765492300.6826363,1,329000000
1765492300.6855888,1,332000000
1765492300.688601,1,335000000
1765492300.69162,1,338000000
1765492300.6946158,1,341000000
1765492300.6976166,1,344000000
1765492300.7006235,1,347000000
1765492300.703613,1,350000000
1765492300.7066417,1,353000000
1765492300.7096324,1,356000000
1765492300.7126307,1,359000000
1765492300.7156167,1,362000000
1765492300.71864,1,365000000
1765492300.7216144,1,368000000
1765492300.7246459,1,371000000
1765492300.727633,1,374000000
1765492300.7306185,1,377000000
1765492300.7336276,1,380000000
1765492300.7366872,1,383000000
1765492300.739656,1,386000000
1765492300.742787,1,389000000
1765492300.7457888,1,392000000
1765492300.7489345,1,395000000
1765492300.7522864,1,398000000
1765492300.754826,1,401000000
1765492300.7578251,1,404000000
1765492300.7608924,1,407000000
1765492300.7638621,1,410000000
1765492300.7669055,1,413000000
1765492300.7698903,1,416000000
1765492300.7728994,1,419000000
1765492300.7759836,1,422000000
1765492300.7789483,1,425000000
1765492300.790868,1,428000000
1765492300.7908926,1,431000000
1765492300.7920437,1,434000000
1765492300.7949038,1,437000000
1765492300.799281,1,440000000
1765492300.8123505,1,443000000
1765492300.8123662,1,446000000
1765492300.8123705,1,449000000
1765492300.8135962,1,452000000
1765492300.819029,1,455000000
1765492300.8219373,1,458000000
1765492300.825028,1,461000000
1765492300.8296242,1,464000000
1765492300.8413684,1,467000000
1765492300.8413897,1,470000000
1765492300.8534825,1,473000000
1765492300.8535073,1,476000000
1765492300.8535137,1,479000000
1765492300.85352,1,482000000
1765492300.855291,1,485000000
1765492300.856529,1,488000000
1765492300.8595114,1,491000000
1765492300.8640156,1,494000000
1765492300.8780098,1,497000000
1765492300.8780143,1,500000000
1765492300.8780174,1,503000000
1765492300.8780208,1,506000000
1765492300.8796837,1,509000000
1765492300.8826404,1,512000000
1765492300.894005,1,515000000
1765492300.894031,1,518000000
1765492300.8989031,1,521000000
1765492300.8989186,1,524000000
1765492300.9033952,1,527000000
1765492300.9059274,1,530000000
1765492300.9156325,1,533000000
1765492300.9165697,1,536000000
1765492300.9231083,1,539000000
1765492300.9334283,1,542000000
1765492300.933911,1,545000000
1765492300.9375765,1,548000000
1765492300.9409068,1,551000000
1765492300.9479017,1,554000000
1765492300.9513073,1,557000000
1765492300.962296,1,560000000
1765492300.969013,1,563000000
1765492300.9709704,1,566000000
1765492300.9709883,1,569000000
1765492300.9778285,1,572000000
1765492300.9782498,1,575000000
1765492300.9809244,1,578000000
1765492300.9840434,1,581000000
1765492300.988383,1,584000000
1765492300.9898577,1,587000000
1765492300.996694,1,590000000
1765492300.9986808,1,593000000
1765492301.001031,1,596000000
1765492301.0034137,1,599000000
1765492301.0073364,1,602000000
1765492301.0099182,1,605000000
1765492301.012497,1,608000000
1765492301.0179489,1,611000000
1765492301.0184684,1,614000000
1765492301.0236166,1,617000000
1765492301.0244262,1,620000000
1765492301.0273485,1,623000000
1765492301.0307045,1,626000000
1765492301.0333471,1,629000000
1765492301.0362756,1,632000000
1765492301.0391254,1,635000000
1765492301.0420234,1,638000000
1765492301.0449028,1,641000000
1765492301.0477827,1,644000000
1765492301.0507681,1,647000000
1765492301.0535636,1,650000000
1765492301.0567844,1,653000000
1765492301.0593498,1,656000000
1765492301.0622652,1,659000000
1765492301.0652344,1,662000000
1765492301.0682688,1,665000000
1765492301.1706285,1,668000000
1765492301.1739645,1,671000000
1765492301.176527,1,674000000
1765492301.1794872,1,677000000
1765492301.1823504,1,680000000
1765492301.1853476,1,683000000
1765492301.18827,1,686000000
1765492301.1911411,1,689000000
1765492301.1940238,1,692000000
1765492301.1969612,1,695000000
1765492301.1999948,1,698000000
1765492301.2033172,1,701000000
1765492301.2057915,1,704000000
1765492301.208913,1,707000000
1765492301.21159,1,710000000
1765492301.214636,1,713000000
1765492301.217464,1,716000000
1765492301.2210255,1,719000000
1765492301.2233996,1,722000000
1765492301.2263317,1,725000000
1765492301.2292602,1,728000000
1765492301.2321258,1,731000000
1765492301.2351003,1,734000000
1765492301.2380545,1,737000000
1765492301.2416008,1,740000000
1765492301.2454832,1,743000000
1765492301.2468865,1,746000000
1765492301.2498736,1,749000000
1765492301.252801,1,752000000
1765492301.2558124,1,755000000
1765492301.2587128,1,758000000
1765492301.26167,1,761000000
1765492301.2646055,1,764000000
1765492301.2674522,1,767000000
1765492301.2704515,1,770000000
1765492301.2733319,1,773000000
1765492301.2764122,1,776000000
1765492301.279236,1,779000000
1765492301.2821753,1,782000000
1765492301.2854943,1,785000000
1765492301.2881236,1,788000000
1765492301.291206,1,791000000
1765492301.2941773,1,794000000
1765492301.2970507,1,797000000
1765492301.3000438,1,800000000
1765492301.302965,1,803000000
1765492301.3059285,1,806000000
1765492301.3106697,1,809000000
1765492301.3124645,1,812000000
1765492301.3153021,1,815000000
1765492301.3181884,1,818000000
1765492301.3223035,1,821000000
1765492301.3242428,1,824000000
1765492301.3271074,1,827000000
1765492301.330229,1,830000000
1765492301.3331046,1,833000000
1765492301.3359659,1,836000000
1765492301.3389413,1,839000000
1765492301.3431678,1,842000000
1765492301.3449106,1,845000000
1765492301.3478684,1,848000000
1765492301.350808,1,851000000
1765492301.3538365,1,854000000
1765492301.3567073,1,857000000
1765492301.3605223,1,860000000
1765492301.3627975,1,863000000
1765492301.3659973,1,866000000
1765492301.368742,1,869000000
1765492301.3716762,1,872000000
1765492301.3746724,1,875000000
1765492301.3777907,1,878000000
1765492301.3806424,1,881000000
1765492301.383691,1,884000000
1765492304.1791136,1,887000000
1765492304.7758985,1,890000000
1765492307.0112877,1,893000000
1765492307.0143244,1,896000000
1765492307.0172822,1,899000000
1765492307.020232,1,902000000
1765492307.023179,1,905000000
1765492307.026171,1,908000000
1765492307.0291383,1,911000000
1765492307.0321455,1,914000000
1765492307.0357187,1,917000000
1765492307.0381067,1,920000000
1765492307.0413961,1,923000000
1765492307.0441978,1,926000000
1765492307.0472894,1,929000000
1765492307.0506165,1,932000000
1765492307.0532377,1,935000000
1765492307.0560603,1,938000000
1765492307.0590687,1,941000000
1765492307.062107,1,944000000
1765492307.065153,1,947000000
1765492307.068122,1,950000000
1765492307.071527,1,953000000
1765492307.0740302,1,956000000
1765492307.0769875,1,959000000
1765492307.0799463,1,962000000
1765492307.0830388,1,965000000
1765492307.0859704,1,968000000
1765492307.089057,1,971000000
1765492307.092034,1,974000000
1765492307.0950038,1,977000000
1765492307.0981348,1,980000000
1765492307.1012068,1,983000000
1765492307.104384,1,986000000
1765492307.1097565,1,989000000
1765492307.1148183,1,992000000
1765492307.1149046,1,995000000
1765492307.1162229,1,998000000
1765492307.1192505,2,1000000
1765492307.1223211,2,4000000
1765492307.1254094,2,7000000
1765492307.1281724,2,10000000
1765492307.1312006,2,13000000
1765492307.1342132,2,16000000
1765492307.1371126,2,19000000
1765492307.1400733,2,22000000
1765492307.143116,2,25000000
1765492307.1462455,2,28000000
1765492307.1491,2,31000000
1765492307.1520758,2,34000000
1765492307.1550636,2,37000000
1765492307.1580908,2,40000000
1765492307.1611342,2,43000000
1765492307.164212,2,46000000
1765492307.1686738,2,49000000
1765492307.1710923,2,52000000
1765492307.1737278,2,55000000
1765492307.1768615,2,58000000
1765492307.1795058,2,61000000
1765492307.1825523,2,64000000
1765492307.1856472,2,67000000
1765492307.1886206,2,70000000
1765492307.1915817,2,73000000
1765492307.1945179,2,76000000
1765492307.1975563,2,79000000
1765492307.2011423,2,82000000
1765492307.2035685,2,85000000
1765492307.2103813,2,88000000
1765492307.21133,2,91000000
1765492307.214224,2,94000000
1765492307.2195466,2,97000000
1765492307.2229125,2,100000000
1765492307.2310638,2,103000000
1765492307.2343073,2,106000000
1765492307.23872,2,109000000
1765492307.242603,2,112000000
1765492307.2488658,2,115000000
1765492307.2535007,2,118000000
1765492307.2549727,2,121000000
1765492307.2603238,2,124000000
1765492307.2618573,2,127000000
1765492307.2649856,2,130000000
1765492307.2688534,2,133000000
1765492307.271334,2,136000000
1765492307.2739134,2,139000000
1765492307.2769406,2,142000000
1765492307.2798736,2,145000000
1765492307.2828226,2,148000000
1765492307.2859254,2,151000000
1765492307.2887611,2,154000000
1765492307.2918088,2,157000000
1765492307.2948103,2,160000000
1765492307.2978716,2,163000000
1765492307.3010576,2,166000000
1765492307.3037505,2,169000000
1765492307.3067548,2,172000000
1765492307.3097548,2,175000000
1765492307.3127925,2,178000000
1765492307.315827,2,181000000
1765492307.3188374,2,184000000
1765492307.3217537,2,187000000
1765492307.324761,2,190000000
1765492307.32781,2,193000000
1765492307.3307915,2,196000000
1765492307.3337924,2,199000000
1765492307.3367224,2,202000000
1765492307.339748,2,205000000
1765492307.3427775,2,208000000
1765492307.345756,2,211000000
1765492307.3495684,2,214000000
1765492307.352455,2,217000000
1765492307.3560133,2,220000000
1765492307.359007,2,223000000
1765492307.3620253,2,226000000
1765492307.365058,2,229000000
1765492307.3680124,2,232000000
1765492307.3710628,2,235000000
1765492307.3739936,2,238000000
1765492307.377076,2,241000000
1765492307.380046,2,244000000
1765492307.3830144,2,247000000
1765492307.3860352,2,250000000
1765492307.3890696,2,253000000
1765492307.392029,2,256000000
1765492307.3950377,2,259000000
1765492307.39803,2,262000000
1765492307.4011033,2,265000000
1765492307.404036,2,268000000
1765492307.407052,2,271000000
1765492307.410041,2,274000000
1765492307.4130094,2,277000000
1765492307.4160206,2,280000000
1765492307.418962,2,283000000
1765492307.422003,2,286000000
1765492307.424992,2,289000000
1765492307.4280066,2,292000000
1765492307.4309726,2,295000000
1765492307.4339366,2,298000000
1765492307.4370492,2,301000000
1765492307.440011,2,304000000
1765492307.4430351,2,307000000
1765492307.4460385,2,310000000
1765492307.4490354,2,313000000
1765492307.4520447,2,316000000
1765492307.4551437,2,319000000
1765492307.4580395,2,322000000
1765492307.4611163,2,325000000
1765492307.4641352,2,328000000
1765492307.4670873,2,331000000
1765492307.470157,2,334000000
1765492307.4731107,2,337000000
1765492307.4761424,2,340000000
1765492307.479095,2,343000000
1765492307.482133,2,346000000
1765492307.485193,2,349000000
1765492307.4881237,2,352000000
1765492307.491168,2,355000000
1765492307.494192,2,358000000
1765492307.4971812,2,361000000
1765492307.500199,2,364000000
1765492307.503197,2,367000000
1765492307.5061972,2,370000000
1765492307.5092056,2,373000000
1765492307.5124018,2,376000000
1765492307.5159032,2,379000000
1765492307.5183847,2,382000000
1765492307.5212944,2,385000000
1765492307.524444,2,388000000
1765492307.5274215,2,391000000
1765492307.5303411,2,394000000
1765492307.5333576,2,397000000
1765492307.536403,2,400000000
1765492307.5393107,2,403000000
1765492307.542385,2,406000000
1765492307.5453217,2,409000000
1765492307.548324,2,412000000
1765492307.551353,2,415000000
1765492307.5543983,2,418000000
1765492307.5575216,2,421000000
1765492307.5603158,2,424000000
1765492307.5633886,2,427000000
1765492307.566421,2,430000000
1765492307.5693946,2,433000000
1765492307.5724542,2,436000000
1765492307.5754395,2,439000000
1765492307.578341,2,442000000
1765492307.581494,2,445000000
1765492307.5845044,2,448000000
1765492307.5875947,2,451000000
1765492307.590438,2,454000000
1765492307.59343,2,457000000
1765492307.5963984,2,460000000
1765492307.5994165,2,463000000
1765492307.6025078,2,466000000
1765492307.6054838,2,469000000
1765492307.6084013,2,472000000
1765492307.6114128,2,475000000
1765492307.6144502,2,478000000
1765492307.6175878,2,481000000
1765492307.6205866,2,484000000
1765492307.6234694,2,487000000
1765492307.6286428,2,490000000
1765492307.6339855,2,493000000
1765492307.6368015,2,496000000
1765492307.639838,2,499000000
1765492307.6429718,2,502000000
1765492307.646044,2,505000000
1765492307.649054,2,508000000
1765492307.651975,2,511000000
1765492307.654966,2,514000000
1765492307.6579537,2,517000000
1765492307.660967,2,520000000
1765492307.6644368,2,523000000
1765492307.6669555,2,526000000
1765492307.6699388,2,529000000
1765492307.6729674,2,532000000
1765492307.6759822,2,535000000
1765492307.679058,2,538000000
1765492307.6823092,2,541000000
1765492307.6859345,2,544000000
1765492307.6883562,2,547000000
1765492307.691415,2,550000000
1765492307.6943798,2,553000000
1765492307.6980245,2,556000000
1765492307.7004297,2,559000000
1765492307.7034345,2,562000000
1765492307.706357,2,565000000
1765492307.709453,2,568000000
1765492307.7124505,2,571000000
1765492307.7154338,2,574000000
1765492307.7184675,2,577000000
1765492307.721559,2,580000000
1765492307.724383,2,583000000
1765492307.727492,2,586000000
1765492307.7304177,2,589000000
1765492307.7334208,2,592000000
1765492307.7364287,2,595000000
1765492307.739391,2,598000000
1765492307.7426713,2,601000000
1765492307.746056,2,604000000
1765492307.7485085,2,607000000
1765492307.7514758,2,610000000
1765492307.754537,2,613000000
1765492307.757544,2,616000000
1765492307.7605433,2,619000000
1765492307.7637274,2,622000000
1765492307.7665303,2,625000000
1765492307.7695863,2,628000000
1765492307.7726498,2,631000000
1765492307.7756658,2,634000000
1765492307.7785945,2,637000000
1765492307.7819667,2,640000000
1765492307.7847795,2,643000000
1765492307.7878733,2,646000000
1765492307.7909772,2,649000000
1765492307.7940211,2,652000000
1765492307.797245,2,655000000
1765492307.7999754,2,658000000
1765492307.8030226,2,661000000
1765492307.8061223,2,664000000
1765492307.8090372,2,667000000
1765492307.8121095,2,670000000
1765492307.8153884,2,673000000
1765492307.8185134,2,676000000
1765492307.8213923,2,679000000
1765492307.8244367,2,682000000
1765492307.8274834,2,685000000
1765492307.8307118,2,688000000
1765492307.8334758,2,691000000
1765492307.8365908,2,694000000
1765492307.8395727,2,697000000
1765492307.842556,2,700000000
1765492307.8465502,2,703000000
1765492307.848624,2,706000000
1765492307.8515892,2,709000000
1765492307.854663,2,712000000
1765492307.8576474,2,715000000
1765492307.860709,2,718000000
1765492307.8636785,2,721000000
1765492307.866724,2,724000000
1765492307.8697438,2,727000000
1765492307.872744,2,730000000
1765492307.8757863,2,733000000
1765492307.8787348,2,736000000
1765492307.8820531,2,739000000
1765492307.8847861,2,742000000
1765492307.887991,2,745000000
1765492307.8909793,2,748000000
1765492307.8940358,2,751000000
1765492307.8970864,2,754000000
1765492307.9000442,2,757000000
1765492307.9029925,2,760000000
1765492307.9060886,2,763000000
1765492307.9091423,2,766000000
1765492307.9121583,2,769000000
1765492307.9151814,2,772000000
1765492307.918241,2,775000000
1765492307.921174,2,778000000
1765492307.924213,2,781000000
1765492307.927384,2,784000000
1765492307.9304857,2,787000000
1765492307.9333432,2,790000000
1765492307.9364238,2,793000000
1765492307.9393618,2,796000000
1765492307.942419,2,799000000
1765492307.9457488,2,802000000
1765492307.9487185,2,805000000
1765492307.9515038,2,808000000
1765492307.954536,2,811000000
1765492307.9575043,2,814000000
1765492307.960544,2,817000000
1765492307.9636667,2,820000000
1765492307.9666317,2,823000000
1765492307.969652,2,826000000
1765492307.9726248,2,829000000
1765492307.9756992,2,832000000
1765492307.9787145,2,835000000
1765492307.9818978,2,838000000
